,Food Name,Measure,Energy (kcal) per gram,Energy (kJ) per gram,Protein (g) per gram,Carbohydrate (g) per gram,Total Sugar (g) per gram,Total Dietary Fibre (g) per gram,Total Fat (g) per gram,Saturated Fat (g) per gram,Cholesterol (mg) per gram,Calcium (mg) per gram,Iron (mg) per gram,Sodium (mg) per gram,Potassium (mg) per gram,Magnesium (mg) per gram,Phosphorus (mg) per gram,Thiamin (mg) per gram,Riboflavin (mg) per gram,Niacin (NE) per gram,Folate (DFE) per gram,Vitamin A (RAE) per gram,Beta-carotene (mcg) per gram,Lycopene (mcg) per gram,Vitamin C (mg) per gram,Vitamin B12 (mcg) per gram,Total Fat ( ) per gram,Cholesterol (g) per gram,Vitamin D (mcg) per gram,Monounsaturated Fat (g) per gram,Polyunsaturated Fat (g) per gram,Vitamin E (mg) per gram,DHA (g) per gram,EPA (g) per gram,Total Daietary Fibre (g) per gram,Trans Fat (g) per gram,Caffeine (mg) per gram,Alcohol (g) per gram,Polyunsaturated Fat (mg) per gram,Category
66,"Ramen noodles, chicken flavour, dry",1 package,4.364705882352941,18.28235294117647,0.10588235294117647,0.6352941176470588,0.011764705882352941,0.023529411764705882,0.15294117647058825,0.07058823529411765,,0.27058823529411763,0.0388235294117647,20.705882352941178,1.7294117647058824,0.2235294117647059,1.1764705882352942,0.0058823529411764705,0.0024705882352941176,0.04470588235294117,1.7647058823529411,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
67,"Rice noodles, cooked",250 mL,1.0913978494623655,4.559139784946237,0.010752688172043012,0.24731182795698925,,0.010215053763440859,,,0.0,0.03763440860215054,0.0016129032258064516,0.1881720430107527,0.03763440860215054,0.03225806451612903,0.1989247311827957,,5.3763440860215054e-05,0.002688172043010753,0.03225806451612903,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
68,"Rice, brown, long-grain, cooked",125 mL,1.116504854368932,4.650485436893204,0.02912621359223301,0.23300970873786409,,0.014563106796116505,0.009708737864077669,0.0019417475728155341,0.0,0.0970873786407767,0.0038834951456310682,0.04854368932038835,0.42718446601941745,0.42718446601941745,0.8349514563106796,0.0009708737864077671,0.00029126213592233006,0.020388349514563107,0.038834951456310676,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
69,"Rice, white, long-grain, cooked",125 mL,1.3132530120481927,5.469879518072289,0.024096385542168676,0.2891566265060241,,0.004819277108433735,,0.0012048192771084338,0.0,0.0963855421686747,0.0024096385542168677,0.012048192771084338,0.3493975903614458,0.12048192771084337,0.43373493975903615,,0.00012048192771084338,0.00963855421686747,0.03614457831325301,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
70,"Rice, white, long-grain, instant, prepared",125 mL,0.9770114942528736,4.103448275862069,0.022988505747126436,0.21839080459770116,0.0,0.005747126436781609,,,0.0,0.08045977011494253,0.0022988505747126436,0.034482758620689655,0.034482758620689655,0.04597701149425287,0.13793103448275862,,0.0004597701149425287,0.010344827586206896,0.08045977011494253,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
71,"Rice, white, long-grain, parboiled, cooked",125 mL,1.141304347826087,4.793478260869565,0.021739130434782608,0.25,,0.004347826086956522,,0.0010869565217391304,0.0,0.1956521739130435,0.002173913043478261,0.03260869565217391,0.3695652173913043,0.11956521739130435,0.42391304347826086,,0.0002173913043478261,0.01847826086956522,0.043478260869565216,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
72,"Rice, wild, cooked",125 mL,1.0114942528735633,4.206896551724138,0.034482758620689655,0.20689655172413793,0.011494252873563218,0.01839080459770115,,,0.0,0.034482758620689655,0.005747126436781609,0.034482758620689655,1.0114942528735633,0.3218390804597701,0.8160919540229885,,0.0009195402298850574,0.020689655172413793,0.26436781609195403,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
73,"Soba noodles, cooked",250 mL,0.9916666666666667,4.158333333333333,0.05,0.21666666666666667,,,,,0.0,0.041666666666666664,0.005,0.6,0.35,0.09166666666666666,0.25,0.0008333333333333334,0.00025,0.0175,0.06666666666666667,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
74,"Spaghetti, cooked",250 mL,1.412162162162162,5.898648648648648,0.0472972972972973,0.28378378378378377,0.006756756756756757,0.016891891891891893,0.006756756756756757,0.0006756756756756757,0.0,0.06756756756756757,0.01418918918918919,0.006756756756756757,0.3108108108108108,0.18243243243243243,0.5405405405405406,0.002027027027027027,0.000945945945945946,0.02702702702702703,1.2432432432432432,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
75,"Spaghetti, whole wheat, cooked",250 mL,1.2364864864864864,5.1891891891891895,0.05405405405405406,0.2635135135135135,0.006756756756756757,0.032432432432432434,0.006756756756756757,0.0006756756756756757,0.0,0.14864864864864866,0.010810810810810811,0.02702702702702703,0.4391891891891892,0.2972972972972973,0.8918918918918919,0.0013513513513513514,0.000472972972972973,0.018243243243243244,0.0472972972972973,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
76,"Cream of wheat, regular",175 mL,0.24731182795698925,1.0483870967741935,0.010752688172043012,0.04838709677419355,,0.0037634408602150535,,0.0,0.0,0.010752688172043012,0.008602150537634409,,0.08064516129032258,0.010752688172043012,0.0913978494623656,,5.3763440860215054e-05,0.002150537634408602,,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
77,"Oat bran, cooked",175 mL,0.40782122905027934,1.7094972067039107,0.01675977653631285,0.0670391061452514,,0.01899441340782123,0.00558659217877095,0.0016759776536312849,0.0,0.09497206703910614,0.007262569832402235,0.00558659217877095,0.6703910614525139,,0.7094972067039106,0.00111731843575419,0.000335195530726257,0.005027932960893855,0.05027932960893855,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
78,"Oatmeal, instant, apple-cinnamon",1 packet,0.7580645161290323,3.182795698924731,0.016129032258064516,0.15591397849462366,0.06451612903225806,0.015053763440860214,0.010752688172043012,0.0016129032258064516,0.0,0.11290322580645161,0.026881720430107527,1.3763440860215055,0.5806451612903226,0.1935483870967742,0.4731182795698925,0.004301075268817204,0.00016129032258064516,0.007526881720430107,0.26881720430107525,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
79,"Oatmeal, instant, regular",1 packet,0.6021505376344086,2.5161290322580645,0.021505376344086023,0.10752688172043011,0.005376344086021506,0.014516129032258065,0.010752688172043012,0.002150537634408602,0.0,0.11290322580645161,0.021505376344086023,1.2956989247311828,0.6021505376344086,0.24193548387096775,0.7096774193548387,0.0032258064516129032,0.00021505376344086021,0.008064516129032258,,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
80,"Oatmeal, large flakes/quick",175 mL,0.5722543352601156,2.3815028901734103,0.023121387283236993,0.09826589595375723,,0.015028901734104047,0.011560693641618497,0.0017341040462427746,0.0,0.07514450867052024,0.005780346820809248,0.005780346820809248,0.5664739884393064,,0.6416184971098265,0.0011560693641618498,0.00023121387283236994,0.005202312138728324,0.046242774566473986,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
81,"Red River, Robin Hood™",175 mL,0.6388888888888888,2.6777777777777776,0.022222222222222223,0.13333333333333333,,0.022222222222222223,0.005555555555555556,0.0005555555555555556,,0.08333333333333333,0.007222222222222223,0.15,,0.1,0.35,0.0005555555555555556,0.00011111111111111112,0.0077777777777777776,0.10555555555555556,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
82,"All Bran Buds with psyllium, Kellogg's™",75 mL,2.5925925925925926,10.814814814814815,0.07407407407407407,0.8148148148148148,0.25925925925925924,0.41851851851851857,0.037037037037037035,,0.0,0.6296296296296297,0.12962962962962962,6.703703703703703,8.962962962962964,2.740740740740741,8.962962962962964,0.018518518518518517,0.003333333333333333,0.09259259259259259,1.4074074074074074,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
83,"All Bran, Kellogg's™",125 mL,2.6285714285714286,10.971428571428572,0.11428571428571428,0.7714285714285715,0.17142857142857143,0.3371428571428572,0.02857142857142857,,0.0,0.8571428571428571,0.13428571428571429,8.714285714285714,11.657142857142857,3.7142857142857144,10.0,0.02,0.002,0.17142857142857143,1.4285714285714286,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
84,"Almond Raisin Muslix, Kellogg's™",175 mL,3.9318181818181817,16.40909090909091,0.09090909090909091,0.7727272727272727,0.29545454545454547,0.06818181818181818,0.06818181818181818,,0.0,0.5454545454545454,0.1340909090909091,3.1818181818181817,4.340909090909091,0.6818181818181818,1.9545454545454546,0.020454545454545454,0.001590909090909091,0.04772727272727273,,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
85,"Alpha-Bits, Post™",250 mL,4.088235294117647,17.058823529411764,0.058823529411764705,0.8823529411764706,0.4117647058823529,0.03235294117647059,0.029411764705882353,0.0058823529411764705,0.0,0.08823529411764706,0.1323529411764706,3.7058823529411766,0.6176470588235294,0.7058823529411765,2.176470588235294,0.020588235294117647,0.0,0.058823529411764705,1.2058823529411764,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
86,"Bran Flakes, Post™",250 mL,3.490566037735849,14.641509433962264,0.09433962264150944,0.7735849056603774,0.16981132075471697,0.13962264150943396,0.018867924528301886,0.0037735849056603774,0.0,0.4528301886792453,0.1320754716981132,5.69811320754717,4.773584905660377,2.2830188679245285,5.2075471698113205,0.020754716981132078,0.0015094339622641509,0.0660377358490566,1.2075471698113207,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
87,"Cap'n Crunch, Quaker™",175 mL,4.0,16.74074074074074,0.037037037037037035,0.8518518518518519,0.37037037037037035,0.025925925925925925,0.037037037037037035,0.040740740740740744,0.0,0.0,0.13333333333333333,7.888888888888889,1.1111111111111112,0.4074074074074074,0.8148148148148148,0.018518518518518517,0.0,0.04814814814814815,1.1851851851851851,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
88,"Cheerios, Honey Nut, General Mills™",250 mL,3.8285714285714287,16.02857142857143,0.08571428571428572,0.8,0.34285714285714286,0.060000000000000005,0.02857142857142857,,0.0,3.657142857142857,0.13428571428571429,7.2,2.8285714285714287,1.0857142857142856,3.2857142857142856,0.0,0.0017142857142857142,0.045714285714285714,1.1714285714285715,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
89,"Cheerios, regular General Mills™",250 mL,3.9583333333333335,16.5,0.125,0.75,0.041666666666666664,0.09166666666666667,0.08333333333333333,,0.0,1.8333333333333333,0.13333333333333333,9.125,3.25,1.3333333333333333,4.375,,0.0016666666666666668,0.04583333333333334,1.1666666666666667,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
90,"Cinnamon Toast Crunch, General Mills™",175 mL,4.392857142857143,18.357142857142858,0.03571428571428571,0.7857142857142857,0.32142857142857145,0.03571428571428571,0.10714285714285714,,0.0,3.6785714285714284,0.1357142857142857,6.892857142857143,1.4642857142857142,0.42857142857142855,3.3214285714285716,0.0,0.00035714285714285714,0.04642857142857143,1.1785714285714286,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
91,"Corn Bran, Quaker™",250 mL,3.263157894736842,13.68421052631579,0.07894736842105263,0.7894736842105263,0.21052631578947367,0.16052631578947368,0.05263157894736842,0.021052631578947368,0.0,0.0,0.13157894736842105,9.18421052631579,2.3947368421052633,,1.105263157894737,0.021052631578947368,0.0005263157894736842,0.04473684210526316,1.1842105263157894,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
92,"Corn Flakes, Kellogg's™",250 mL,3.9615384615384617,16.53846153846154,0.07692307692307693,0.8846153846153846,0.07692307692307693,0.02692307692307692,,0.0,0.0,0.038461538461538464,0.1346153846153846,7.3076923076923075,1.0769230769230769,0.07692307692307693,0.46153846153846156,0.019230769230769232,0.027307692307692307,0.06153846153846154,1.2307692307692308,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
93,"Corn Pops, Kellogg's™",250 mL,3.9393939393939394,16.484848484848484,0.030303030303030304,0.9090909090909091,0.36363636363636365,0.012121212121212121,,0.0,0.0,0.06060606060606061,0.13333333333333333,5.818181818181818,0.7878787878787878,0.09090909090909091,0.3939393939393939,0.02121212121212121,0.00030303030303030303,0.05454545454545455,1.2121212121212122,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
94,"Fibre 1, General Mills™",125 mL,2.6333333333333333,10.966666666666667,0.1,0.8,0.0,0.47,0.03333333333333333,0.0033333333333333335,0.0,3.6666666666666665,0.13666666666666666,4.333333333333333,7.966666666666667,2.2666666666666666,6.266666666666667,0.0033333333333333335,0.002,0.04666666666666666,1.2,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
95,"Froot Loops, Kellogg's™",250 mL,3.8666666666666667,16.166666666666668,0.03333333333333333,0.8666666666666667,0.4666666666666667,0.02,0.03333333333333333,,0.0,0.1,0.13,4.033333333333333,1.0,0.23333333333333334,1.0333333333333334,0.02,0.0006666666666666666,0.056666666666666664,1.2,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
96,"Frosted Flakes, Kellogg's™",250 mL,3.8378378378378377,16.08108108108108,0.05405405405405406,0.8918918918918919,0.40540540540540543,0.016216216216216217,,0.0,0.0,0.02702702702702703,0.13243243243243244,5.297297297297297,0.7567567567567568,0.05405405405405406,0.24324324324324326,0.018918918918918916,0.01810810810810811,0.05675675675675676,1.2162162162162162,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
97,"Fruit & Fibre, Dates/Raisins/Walnuts, Post™",125 mL,3.206896551724138,13.413793103448276,0.10344827586206896,0.7586206896551724,0.2413793103448276,0.1482758620689655,0.034482758620689655,,0.0,0.5517241379310345,0.13448275862068965,4.620689655172414,5.0,1.896551724137931,4.344827586206897,0.020689655172413793,0.001724137931034483,0.06551724137931034,1.206896551724138,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
98,"Granola with Raisins, low fat, Kellogg's™",125 mL,3.830508474576271,16.0,0.0847457627118644,0.7796610169491526,0.288135593220339,0.059322033898305086,0.05084745762711865,,0.0,0.4067796610169492,0.13220338983050847,2.4915254237288136,2.9322033898305087,0.7966101694915254,2.288135593220339,0.020338983050847456,0.0023728813559322037,0.06271186440677966,1.2033898305084745,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
99,"Granola with Raisins, Rogers™",125 mL,4.1525423728813555,17.338983050847457,0.0847457627118644,0.6949152542372882,,0.08983050847457627,0.13559322033898305,,0.0,0.4745762711864407,0.03220338983050847,1.6101694915254237,3.3559322033898304,,2.6610169491525424,0.006779661016949153,0.001016949152542373,0.030508474576271188,,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
100,"Grape-Nuts, Post™",125 mL,3.586206896551724,15.03448275862069,0.10344827586206896,0.7931034482758621,0.08620689655172414,0.10344827586206896,0.017241379310344827,,0.0,0.41379310344827586,0.034482758620689655,6.0,4.362068965517241,1.0172413793103448,4.155172413793103,0.003448275862068966,0.0015517241379310344,0.07758620689655173,1.1724137931034482,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
101,"Harvest Crunch, regular, Quaker™",125 mL,4.638297872340425,19.382978723404257,0.10638297872340426,0.6595744680851063,0.2553191489361702,0.0702127659574468,0.19148936170212766,0.1425531914893617,0.02127659574468085,1.0851063829787233,0.02340425531914894,0.9574468085106383,4.808510638297872,,,0.002127659574468085,0.0014893617021276596,0.031914893617021274,0.2978723404255319,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
102,"Honeycomb, Post™",250 mL,4.0,16.695652173913043,0.043478260869565216,0.9130434782608695,0.34782608695652173,0.008695652173913044,,,0.0,0.34782608695652173,0.16086956521739132,4.043478260869565,2.0,0.30434782608695654,1.565217391304348,0.021739130434782608,,0.0608695652173913,1.2173913043478262,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
103,"Just Right, Kellogg's™",250 mL,3.8222222222222224,16.0,0.08888888888888889,0.8444444444444444,0.2222222222222222,0.04888888888888889,0.022222222222222223,,0.0,0.24444444444444444,0.13333333333333333,5.555555555555555,2.3333333333333335,0.6222222222222222,2.066666666666667,0.02,0.0022222222222222222,0.06444444444444444,1.2222222222222223,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
104,"Life, Quaker™",175 mL,3.757575757575758,15.696969696969697,0.15151515151515152,0.696969696969697,0.21212121212121213,0.08787878787878788,0.06060606060606061,0.00909090909090909,0.0,0.7272727272727273,0.1303030303030303,5.909090909090909,5.696969696969697,0.30303030303030304,4.848484848484849,0.01818181818181818,0.0009090909090909091,0.045454545454545456,0.5757575757575758,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
105,"Lucky Charms, General Mills™",250 mL,3.8823529411764706,16.176470588235293,0.058823529411764705,0.8235294117647058,0.4411764705882353,0.049999999999999996,0.029411764705882353,,0.0,3.6470588235294117,0.13529411764705881,6.676470588235294,1.8823529411764706,0.8235294117647058,2.5588235294117645,0.0,0.0005882352941176471,0.047058823529411764,1.1764705882352942,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
106,"Mini-Wheats with White Frosting, Kellogg's™",175 mL,3.4571428571428573,14.428571428571429,0.08571428571428572,0.8285714285714286,0.08571428571428572,0.10285714285714286,0.02857142857142857,,0.0,0.4,0.13428571428571429,0.11428571428571428,3.857142857142857,0.8857142857142857,2.914285714285714,0.02,0.0005714285714285715,0.06571428571428571,1.2,,,,,,,,,,,,,,,,,,,"Breads, Cereals and Other Grain Products"
